index,premise,hypothesis,label
5012,"안내소와 어촌체험관, 손소독제, 위생장갑 등 방역용품은 상시 비치하도록 했다.","마을안내소와 어촌체험관만 손소독제, 위생장갑 등 방역용품을 상시 비치하면 된다.",neutral
5013,"서울시교육청은 다시 협의를 신청할 예정이지만, 다시 부결될 경우 협상을 거친 점을 고려해 자사고 폐지를 추진하기로 했다.",서울시교육청이 상담을 신청한 것은 이번이 세 번째다.,neutral
5014,이에 따라 회기역 우회 불편이 해소돼 환승 혼잡이 줄어들 전망이다.,이에 따라 환승 시 혼잡도가 덜할 것으로 예상된다.,entailment
5015,"단지 주변에는 홈플러스 운정점, 롯데시네마, 롯데프리미엄아울렛, 운정호수공원 등 운정1구역과 1구역에 다양한 편의시설이 있다.",단지와 가장 가까운 곳은 운정호수공원이다.,neutral
5016,해당 게시물은 올라온 지 9시간 만에 조회수 5만6000건을 기록하며 인기몰이 중이다.,그 게시물은 인기 목록에 있었다.,entailment
5017,1720년대 완공돼 300년 동안 주민들에게 귀중한 농업용수를 공급하는 저수지로 영화 속 풍광이 아름다운 곳으로 입소문이 나기도 했다.,1720년대 완공돼 300년 동안 주민들에게 귀중한 농업용수를 공급해온 저수지는 경관이 열악하다.,contradiction
5018,"반결정(semi-crystal)은 반주기적인 결정체를 일컫는 용어로, 결정과 비정질 소재의 특성을 모두 지닌 새로운 형태의 물질을 말한다.",준결정권은 2020년에 처음 발견되었다.,neutral
5019,하치의 마지막 등장은 너무 감동적이었어요.,나는 하치의 마지막 모습에서 아무것도 느끼지 못했어요.,contradiction
5020,근처에는 식당과 대형 마트도 있습니다.,근처에는 식당뿐만 아니라 다른 편의시설도 있습니다.,entailment
5021,통화스와프 규모와 조건은 기존과 동일하며 2021년 3월 31일까지 계약 기간이 6개월 연장된다.,통화스와프 규모와 조건이 기존과 달라진 것이다.,contradiction
5022,조선민주주의인민공화국이 발사를 발표한 10일까지 발사를 위한 모든 준비가 완료될 것으로 보인다.,조선민주주의인민공화국은 발사를 발표한 적이 없다.,contradiction
5023,다음으로 세레나는 자살에 실패하고 병원에 입원한 동생을 만나러 간다.,세레나의 남동생이 병원에 입원했어요.,entailment
5024,특산품 홍보관은 두 차례의 국제 해조류박람회 메인홀로 활용된 해조류센터 4층에 자리 잡고 있었다.,해조류센터는 국제 해조류 박람회의 메인홀로 두 번 이용되었다.,entailment
5025,국토해양부와 4대강추진본부는 2012년 9월 9일자로 4대강 방문객이 1000만명을 넘어설 것이라고 밝혔다.,"국토해양부는 2012년 9월 9일 현재 4대강 방문객 수가 1,000만 명 이상이 될 것이라고 밝혔다.",entailment
5026,"정부는 내년 이후 착공 예정인 양재 도시첨단물류단지, 고양체험콘텐츠파크, 울산석유화학공장 등 3개 사업을 지속적으로 지원할 계획이다.",정부는 내년 이후 착공 예정인 3개 사업에 대한 지원을 중단할 계획이다.,contradiction
5027,어렸을 때 감명 깊게 본 영화.,내가 커서 본 재미있는 영화.,contradiction
5028,"이 가운데 전북 군산시 문여도는 오토캠핑장과 선유도 짚라인, 바지락 채취 등을 통해 다양한 체험을 할 수 있다.",문여도는 전라북도 군산시에 있습니다.,entailment
5029,이 곡은 1971년 한 기자가 밴드에게 포츠머스로 가는 관광버스에서 곡을 어떻게 쓰느냐고 물으면서 만들어졌다.,"1971년, 한 기자가 포츠머스로 가는 관광버스를 탔습니다.",entailment
5030,집주인들은 정말 친절하고 친절해요.,집 주인이 몇 명 있습니다.,entailment
5031,문재인 대통령은 사드 발사대 추가 배치 경위와 보고 누락 이유 등에 대한 진상조사를 지시했다.,문재인 대통령은 어떠한 명령도 내리지 않았다.,contradiction
5032,나는 이 영화가 상투적인 영화임에도 불구하고 매우 볼 가치가 있다고 생각했던 기억이 난다.,그 영화의 진부한 표현에는 유머가 있다.,neutral
5033,제주도가 비자림로 개발과 관련해 제주도를 관할하는 영산강유역환경청과 협의를 진행한다고 밝혔다.,제주도는 비자림로 개발이 지역 활성화에 도움이 될 것이라고 밝혔다.,neutral
5034,부산에 호우주의보가 내려진 23일 오후 부산 해운대구 센텀시티에서 한 차량이 침수된 도로에 멈춰 서 있다.,부산 해운대구 센텀시티 침수도로에는 차량이 정차하지 않았다.,contradiction
5035,청소년들이 보고 싶어 하는 영화.,청소년들이 좋아하는 히어로 뮤직 비디오입니다.,neutral
5036,여행하기에 매우 편리한 위치에 숙소가 있습니다.,여행하는 것도 나쁘지 않아요.,entailment
5037,비대면 의료는 새로운 감염병 출현에 대비하고 의료취약지역 주민들의 접근성을 높이는 등 국민 편의 차원에서 나아가야 할 방향이다.,비대면 의료는 취약지역 주민들의 접근성을 떨어뜨린다.,contradiction
5038,50대 여성이 심장마비를 일으켰지만 기상 악화로 구급차가 출동하지 못하고 결국 사망하는 사고가 발생해 매튜가 사망하는 첫 번째 사건이 발생했다.,구급차는 어떤 상황에서도 출동할 수 있습니다.,contradiction
5039,로즈 타일러는 자신이 일하던 백화점 지하실에서 마네킹들에게 쫓긴다.,로즈 타일러는 국세청 직원입니다.,contradiction
5040,위로를 받고 싶은 사람들에게 추천하는 영화.,스스로 위로하고 싶은 사람들에게 추천하고 싶은 영화.,neutral
5041,"이번 연구는 신바이러스융합연구단이 참여하고 있는 한국화학기술연구원, 한국기초과학지원연구원, 안전성평가원이 중심이 됐다.","한국화학기술연구원, 한국기초과학지원연구원, 안전성평가원은 본 연구와 관련이 없다.",contradiction
5042,이 영화는 중국의 무술 판타지로 정의되어야 합니다.,중국의 무술 환상은 지루합니다.,neutral
5043,청화대는 지난 5월 29일 발사된 사드 발사대 2기 외에 추가로 4기가 한국에 배치된 것으로 보고됐다고 밝혔다.,청화대는 사드 발사대 4기를 추가 배치한 것으로 알려졌다.,entailment
5044,영국과 다른 강대국들은 핵무기 예비합의에 따라 이란에 대한 일부 제재를 완화할 용의가 있다고 밝혔다.,핵무기에 대한 사전 합의가 있었다.,entailment
5045,두 명이 같이 가면 좋을 것 같아요.,두 명이 사용하기에 나쁘지 않습니다.,entailment
5046,"이밖에 안전신문 최적화 신청, 이론에 치우치지 않는 실용적이고 실질적인 정책제안도 제안할 수 있다.",그 외 시행이 불가능한 다양한 정책만 제안할 수 있다.,contradiction
5047,감독의 상상력과 작품성이 뛰어났다고 생각한다.,배우였던 감독의 상상력이 뛰어난 작품이었다고 생각한다.,neutral
5048,수채화 같은 영상과 마음이 따뜻해지는 음악이 어우러진 잊을 수 없는 명곡이다.,수채화처럼 영상을 감동시킨 걸작.,entailment
5049,저수지 주변에는 산이 그다지 험하지 않고 원시림이 보존되어 있고 계곡이 절경을 이루고 있어 등산객들의 발길이 잦다.,그 저수지 주변은 국립공원으로 등록되어 있다.,neutral
5050,공포 영화 마니아인 나는 그에게 1점을 주지 않을 수 없다.,공포 영화 마니아로서 1점을 드리겠습니다.,entailment
5051,구주회는 지난달 24일 인스타그램에 일본 연예인과 관련된 글을 두고 팬들과 댓글 전쟁을 벌여 논란이 됐다.,구주회는 지난달 24일 일본 연예인과 관련된 글을 올렸다.,entailment
5052,지난달 26일 오전 7시 55분 촬영된 영상에는 경찰 본체에 부착된 바디캠 영상의 일부로 긴급했던 당시 상황이 고스란히 담겨 있다.,바디캠을 경찰 본체에 부착합니다.,entailment
5053,입장료는 3만원 정도로 비싸지만 관광객이 많이 찾는다.,입장료가 비싸도 많은 관광객이 찾는다.,entailment
5054,"우선, 마케타는 정말 친절한 호스트입니다.",친절한 호스트는 마케타뿐입니다.,neutral
5055,미국 세인트루이스의 한 지하철 객차에서 폭발이 일어나 최소 11명이 숨지고 40명 이상이 다쳤다. 피터스버그 3번가에요,폭발로 인한 사망자 수는 더 늘어날 것이다.,neutral
5056,가수 아이유가 팬이 아닌 사람들을 만들기 위해 대대적인 애정공세에 나섰다.,아이유는 팬이 아닌 사람도 팬이 되는 데 성공했다.,neutral
5057,영화에 나오는 배우나 스태프나 제가 아는 사람들.,그들은 서로 아는 사이인 것 같다.,entailment
5058,완도군이 17일 하반기 평생교육센터 개소식을 가졌다.,완도군이 하반기에도 평생교육원을 운영한다.,entailment
5059,한편 중앙재난안전대책본부는 하계휴가 기간을 9월로 확대하고 점심시간 중 식당 혼잡도를 낮추기 위한 점심시간 배분 방안을 논의했다.,전문가들은 점심시간 분산운영 계획이 실효성이 부족할 것으로 내다봤다.,neutral
5060,이에 고리본부는 주변지역 구직자의 양질의 일자리 창출을 우선시하며 지역과 상생할 수 있는 정책을 추진하고 있다.,고리본부는 주변지역 구직자의 양질의 일자리 창출이 최우선 과제다.,entailment
5061,"이수인은 부당해고를 막기 위해 무작정 노동상담소를 찾아가고, 회사 울타리 안에서 몰랐던 노동의 현실에 눈을 뜬다.",이수인은 부당하게 해고당했다.,neutral
5062,슈퍼마켓 바로 앞에 있어서 물건 사기가 편해요.,근처에 물건을 살 곳이 없습니다.,contradiction
5063,잠수함 건조국인 독일에서는 발견하지 못한 결함을 발견할 정도로 잠수함 지휘가 뛰어나다.,프랑스는 유일한 잠수함 건조국이다.,contradiction
5064,영화 애호가로서 이 영화를 개봉한 감독은 한심하다.,나는 이런 영화를 만든 감독의 작품을 절대 볼 수 없을 거야.,neutral
5065,위로를 받고 싶은 사람들에게 추천하는 영화.,위로를 받고 싶은 사람들에게 추천하지 않는 영화.,contradiction
5066,한국에서 이런 색깔의 영화를 만든 기억이 없다.,나는 이런 색깔의 영화를 한국에서 본 적이 있어.,contradiction
5067,아일랜드의 아름다운 풍경과 사랑스러움을 보여주는 로맨틱 영화입니다.,눈 씻고 볼 수 없는 로맨틱한 영화입니다.,contradiction
5068,정규시간이 끝나기 10분 전에 기회가 찾아왔다.,정규시간이 끝나기 10분 전에 찾아온 기회는 순식간에 사라졌다.,neutral
5069,합리적인 가격에 사용해도 괜찮을 것 같아요.,가격이 매우 저렴한 것 같습니다.,neutral
5070,그것은 러시아 혁명을 묘사한 전쟁 영화로서의 걸작이다.,러시아 혁명을 그린 이 영화는 작년에 개봉되었다.,neutral
5071,문래고가도로는 1979년에 건설된 것으로 영등포역과 신도림역을 잇는 경인로에 있는 고가도로이다.,신도림역은 영등포역에서 두 정거장 거리에 있습니다.,neutral
5072,평생교육대학 사업 철회와 총장 퇴진을 요구하며 학생들이 본관 점거 농성에 돌입한 지 84일 만이다.,학생들이 본관 점거 농성에 돌입한 지 48일 만이다.,contradiction
5073,장국영 씨랑 임청하 씨. 너무 신난다.,장국영은 마지막에 여운이 남는다.,entailment
5074,행복이 멀리 있지 않다는 것을 일깨워 주었다.,행복이 가까이 있다는 것을 깨달은 영화입니다.,entailment
5075,경의선(京義線)은 서울특별시 용산구 서울역과 경기도 파주시 도라산역을 연결하는 한국철도공사의 철도 노선이다.,경의선은 청량리역과 춘천역을 연결하는 노선이다.,contradiction
5076,그 이야기는 마치 질병 같아요. 제가 이렇게 했어야 했나요?,그것은 병맛 나는 이야기입니다.,entailment
